m,New paper: “Alignment for advanced machine learning systems” --- Rob Bensinger --- 2016-07-27 --- https://intelligence.org/2016/07/27/alignment-machine-learning/,New paper: “Alignment for advanced machine learning systems” --- Rob Bensinger --- 2016-07-27 --- https://intelligence.org/2016/07/27/alignment-machine-learning/
n,"Open Problems in Cooperative AI --- Allan Dafoe, Edward Hughes, Yoram Bachrach, Tantum Collins, Kevin R. McKee, Joel Z. Leibo, Kate Lars --- 2020-12-15 --- http://arxiv.org/abs/2012.08630v1","Open Problems in Cooperative AI --- Allan Dafoe, Edward Hughes, Yoram Bachrach, Tantum Collins, Kevin R. McKee, Joel Z. Leibo, Kate Lars --- 2020-12-15 --- http://arxiv.org/abs/2012.08630v1"
o,"The Alignment Problem - Machine Learning and Human Values-by Simons Institute-vi --- Brian Christian, Peter Bartlett","The Alignment Problem - Machine Learning and Human Values-by Simons Institute-vi --- Brian Christian, Peter Bartlett"
What are some of the different research approaches?,"There are several different research approaches that can be employed in various fields. Here are a few examples:

1. One Solution vs Many Solutions: In some areas of research, there may be only one correct solution, such as discovering fundamental laws or identifying specific proteins [b]. Researchers in these fields focus on ruling out incorrect answers until they arrive at the correct solution. In contrast, other areas, like drug discovery or technology development, may have multiple solutions or require problem-solving to find new insights [b].

2. Known Solution vs Unknown Solution: Some research problems have a known general form of the solution, while others do not. In the former case, researchers work on refining and improving existing designs or insights [b]. In the latter case, researchers explore uncharted territory and aim to discover new solutions or approaches [b].

3. Problem-Finding vs Problem-Solving: Research can be categorized into problem-finding and problem-solving approaches. Problem-solving research focuses on addressing specific challenges and finding solutions [n]. On the other hand, problem-finding research involves exploring and identifying new problems or areas of inquiry [n].

4. Research Motivations: Different researchers have different motivations for their work in AI Alignment. These motivations can lead to a wide range of research activities, from decision theory to training language models [c].

It's important to note that these approaches are not mutually exclusive, and research often involves a combination of different methods and perspectives. [b] [c] [n]","There are several research approaches that can be used depending on the nature of the problem, the field of study, and the specific goals of the research. 

1. **Ethical Design Practice**: This approach involves a research phase to understand the needs and contexts of the people who will be impacted by a technology, followed by an insights phase where data is analyzed through the lens of wellbeing theory and ethical frameworks [a].

2. **One Solution vs Many Solutions**: This approach differentiates between problems that have a single solution (like discovering Newton’s Laws) and those that have multiple solutions (like drug discovery). The former involves ruling out answers until the correct one is found, while the latter involves searching for a decent design and then gradually improving it [b].

3. **Known Solution vs Unknown Solution**: This approach differentiates between problems where the general form of the solution is known and those where it is not [b].

4. **AI Alignment Research**: This approach involves understanding different threat models for how AGI leads to existential risk, and different agendas for building safe AGI. It involves reasoning about future risks from a technology we haven’t invented yet [c].

5. **Liability Approach**: This approach aligns the incentives for scientists and funding bodies with those of society as a whole. It is market-based and involves risk assessors having a financial incentive to accurately estimate risk [d].

6. **Chunking Approach**: This approach involves taking out large chunks of research possibilities and throwing the book at it. If a hit is found, the subcomponents are isolated to figure out what exactly is going on [e].

7. **Small Data Approaches**: This approach involves methods like transfer learning, data labeling, artificial data generation, Bayesian methods, and reinforcement learning. These methods make it possible to train AI systems without large, pre-labeled datasets [g].

8. **Problem-Finding Approach**: This approach is exploratory and focuses on identifying new problems rather than just solving existing ones. It is crucial for long-term policy and governance strategy endeavors [n].

9. **Systematic Search for Useful Ideas**: This approach involves community evaluation to generate a list of fields to investigate, self-directed study, and posting findings for further discussion and follow-up [m].

10. **Biomedical Question Answering (BQA) Approach**: This approach involves question processing, document processing, and answer processing. It is used in the field of biomedical research to answer specific questions [k].

These are just a few examples of the many research approaches that exist, and the best approach to use will depend on the specific circumstances and goals of the research [l]."
a,"Responsible AI-Two Frameworks for Ethical Design Practice --- Dorian Peters, Karina Vold, Diana Robinson, Rafael Calvo --- 10.1109/TTS.2020.2974991","Responsible AI-Two Frameworks for Ethical Design Practice --- Dorian Peters, Karina Vold, Diana Robinson, Rafael Calvo --- 10.1109/TTS.2020.2974991"
b,A Taxonomy of Research --- Jemist --- 2021-09-08 --- https://www.lesswrong.com/posts/KdBh8mdZQYcvkxcnD/a-taxonomy-of-research,A Taxonomy of Research --- Jemist --- 2021-09-08 --- https://www.lesswrong.com/posts/KdBh8mdZQYcvkxcnD/a-taxonomy-of-research
c,My Overview of the AI Alignment Landscape: A Bird’s Eye View --- Neel Nanda --- 2021-12-15 --- https://www.lesswrong.com/posts/SQ9cZtfrzDJmw9A2m/my-overview-of-the-ai-alignment-landscape-a-bird-s-eye-view,My Overview of the AI Alignment Landscape: A Bird’s Eye View --- Neel Nanda --- 2021-12-15 --- https://www.lesswrong.com/posts/SQ9cZtfrzDJmw9A2m/my-overview-of-the-ai-alignment-landscape-a-bird-s-eye-view
d,"Pricing Externalities to Balance Public Risks and Benefits of Research --- Sebastian Farquhar, Owen Cotton-Barratt, Andrew Snyder-Beattie --- 10.1089/hs.2016.0118","Pricing Externalities to Balance Public Risks and Benefits of Research --- Sebastian Farquhar, Owen Cotton-Barratt, Andrew Snyder-Beattie --- 10.1089/hs.2016.0118"
e,How do you choose areas of scientific research? --- [deleted] --- 2015-11-07 --- https://www.lesswrong.com/posts/fjxp4qYEhNL7MKFAf/how-do-you-choose-areas-of-scientific-research,How do you choose areas of scientific research? --- [deleted] --- 2015-11-07 --- https://www.lesswrong.com/posts/fjxp4qYEhNL7MKFAf/how-do-you-choose-areas-of-scientific-research
f,"Explaining Explanations: An Overview of Interpretability of Machine Learning --- Leilani H. Gilpin, David Bau, Ben Z. Yuan, Ayesha Bajwa, Michael Specter, Lalana Kagal --- 2018-05-31 --- http://arxiv.org/abs/1806.00069v3","Explaining Explanations: An Overview of Interpretability of Machine Learning --- Leilani H. Gilpin, David Bau, Ben Z. Yuan, Ayesha Bajwa, Michael Specter, Lalana Kagal --- 2018-05-31 --- http://arxiv.org/abs/1806.00069v3"
g,"Small Data’s Big AI Potential --- Husanjot Chahal, Helen Toner, Ilya Rahkovsky --- 10.51593/20200075","Small Data’s Big AI Potential --- Husanjot Chahal, Helen Toner, Ilya Rahkovsky --- 10.51593/20200075"
h,Holden Karnofsky on Transparent Research Analyses --- Luke Muehlhauser --- 2013-08-25 --- https://intelligence.org/2013/08/25/holden-karnofsky-interview/,Holden Karnofsky on Transparent Research Analyses --- Luke Muehlhauser --- 2013-08-25 --- https://intelligence.org/2013/08/25/holden-karnofsky-interview/
i,"The Facets of Artificial Intelligence: A Framework to Track the Evolution of AI --- Fernando Martínez-Plumed, Bao Loe, Peter Flach, Seán Ó H Éigeartaigh, Karina Vold, José Hernández-Or","The Facets of Artificial Intelligence: A Framework to Track the Evolution of AI --- Fernando Martínez-Plumed, Bao Loe, Peter Flach, Seán Ó H Éigeartaigh, Karina Vold, José Hernández-Or"
j,"Global Catastrophic Risks --- Bostrom, Nick; Cirkovic, Milan M.; Rees, Martin J., Milan M. Ćirković","Global Catastrophic Risks --- Bostrom, Nick; Cirkovic, Milan M.; Rees, Martin J., Milan M. Ćirković"
k,"Biomedical Question Answering: A Survey of Approaches and Challenges --- Qiao Jin, Zheng Yuan, Guangzhi Xiong, Qianlan Yu, Huaiyuan Ying, Chuanqi Tan, Mosha Chen, Songfang H --- 2021-02-10 --- http://arxiv.org/abs/2102.05281v2","Biomedical Question Answering: A Survey of Approaches and Challenges --- Qiao Jin, Zheng Yuan, Guangzhi Xiong, Qianlan Yu, Huaiyuan Ying, Chuanqi Tan, Mosha Chen, Songfang H --- 2021-02-10 --- http://arxiv.org/abs/2102.05281v2"
l,"Working in AI _ Jan Leike, Helen Toner, Malo Bourgon, and Miles Brundage-by Cent --- Ajeya Cotra, Andrew Snyder-Beattie, Helen toner, Jan Leike, Malo Bourgon, Miles Brundage","Working in AI _ Jan Leike, Helen Toner, Malo Bourgon, and Miles Brundage-by Cent --- Ajeya Cotra, Andrew Snyder-Beattie, Helen toner, Jan Leike, Malo Bourgon, Miles Brundage"
m,Proposal: Systematic Search for Useful Ideas --- Nic_Smith --- 2011-06-01 --- https://www.lesswrong.com/posts/HyD6kz9H2PLkNeP8P/proposal-systematic-search-for-useful-ideas,Proposal: Systematic Search for Useful Ideas --- Nic_Smith --- 2011-06-01 --- https://www.lesswrong.com/posts/HyD6kz9H2PLkNeP8P/proposal-systematic-search-for-useful-ideas
n,"'Solving for X?' Towards a Problem-Finding Framework to Ground Long-Term Governance Strategies for A --- Hin-Yan Liu, Matthijs Maas","'Solving for X?' Towards a Problem-Finding Framework to Ground Long-Term Governance Strategies for A --- Hin-Yan Liu, Matthijs Maas"
o,"Start Under the Streetlight, then Push into the Shadows --- lukeprog --- 2013-06-24 --- https://www.lesswrong.com/posts/hRAzDwwMuu8CZSTvN/start-under-the-streetlight-then-push-into-the-shadows","Start Under the Streetlight, then Push into the Shadows --- lukeprog --- 2013-06-24 --- https://www.lesswrong.com/posts/hRAzDwwMuu8CZSTvN/start-under-the-streetlight-then-push-into-the-shadows"
p,Bayesian and Frequentists Approaches to Statistical Analysis --- Christopher Clark --- 2021-04-26 --- https://www.lesswrong.com/posts/yJdkLYojs3kjsiScA/bayesian-and-frequentists-approaches-to-statistical-analysis,Bayesian and Frequentists Approaches to Statistical Analysis --- Christopher Clark --- 2021-04-26 --- https://www.lesswrong.com/posts/yJdkLYojs3kjsiScA/bayesian-and-frequentists-approaches-to-statistical-analysis
q,John Baez on Research Tactics --- Luke Muehlhauser --- 2014-02-22 --- https://intelligence.org/2014/02/21/john-baez-on-research-tactics/,John Baez on Research Tactics --- Luke Muehlhauser --- 2014-02-22 --- https://intelligence.org/2014/02/21/john-baez-on-research-tactics/
r,Studying Early Stage Science: Research Program Introduction --- habryka --- 2020-01-17 --- https://www.lesswrong.com/posts/5eGXy3Do8FkGdYTKL/studying-early-stage-science-research-program-introduction,Studying Early Stage Science: Research Program Introduction --- habryka --- 2020-01-17 --- https://www.lesswrong.com/posts/5eGXy3Do8FkGdYTKL/studying-early-stage-science-research-program-introduction
What are some potential long-term impacts of advanced AI on society,"The potential long-term impacts of advanced AI on society are multifaceted and can be both positive and negative. One potential impact is the exacerbation of economic inequality, as AI could lead to extreme concentration of wealth and power [b, e]. Additionally, there may be large-scale displacement of human livelihoods, leading to significant unemployment [f]. The development of opaque AI systems could also result in a loss of human understanding and control, potentially leading to a loss of sovereignty in executive-level functions [f]. Furthermore, advanced AI could enable robust totalitarianism, with power and control shifting away from the public and towards elites, posing a threat to democratic regimes [d]. There is also the risk of preventive, inadvertent, or unmanageable great-power war due to the complex and unpredictable crisis dynamics that AI could introduce [d]. It is worth noting that these long-term impacts are not limited to extreme advancements in AI, such as superintelligence or AGI, but can arise from continued development of AI short of these landmarks [c].","Advanced AI has the potential to significantly impact society in various ways in the long term. 

One of the major concerns is the potential for AI to disrupt job markets and exacerbate economic inequality [b, f]. As AI systems become more capable, they could automate a large number of jobs over a relatively short time period, leading to a spike in unemployment [f]. This could also lead to an extreme concentration of wealth and power, potentially based on new mechanisms of power [e].

Another potential impact is the threat to privacy and personal data. Data-intensive AI applications could change norms around privacy, leading to long-lasting and irreversible consequences [c]. 

Advanced AI could also pose a threat to democracy and societal stability. For example, robust totalitarianism could be enabled by advanced lie detection, social manipulation, autonomous weapons, and ubiquitous physical sensors and digital footprints [d]. This could shift power and control away from the public and towards elites and leaders, making democratic regimes vulnerable [d].

In the realm of security, advanced AI could give rise to extreme first-strike advantages, power shifts, or novel destructive capabilities, each of which could tempt a great power to initiate a preventive war [d]. The opacity of these systems could also lead to issues such as the 2010 Flash Crash and will likely lead to larger issues in the future [f].

Furthermore, advanced AI could transform collective decision-making processes through democratic governments or other institutions, and cause large-scale changes in human capabilities and identities [e]. 

Lastly, there is the existential risk posed by advanced AI systems. If AI systems become highly capable and humans lose the ability to meaningfully understand or intervene in such systems, it could lead to a loss of sovereignty [f]. This could pose an existential threat to humanity unless specific measures are put in place to ensure control over these AI systems [c, f]. 

These potential impacts highlight the importance of ongoing research and policy debate to manage the societal impacts of AI [g, h]."
a,Max – A Thought Experiment: Could AI Run the Economy Better Than Markets? --- Laura Elbaum --- 2020-02-11 --- https://aipulse.org/max-a-thought-experiment-could-ai-run-the-economy-better-than-markets/,Max – A Thought Experiment: Could AI Run the Economy Better Than Markets? --- Laura Elbaum --- 2020-02-11 --- https://aipulse.org/max-a-thought-experiment-could-ai-run-the-economy-better-than-markets/
b,Strategic Implications of Openness in AI Development --- Nick Bostrom --- 10.1111/1758-5899.12403,Strategic Implications of Openness in AI Development --- Nick Bostrom --- 10.1111/1758-5899.12403
c,"Beyond Near- and Long-Term: Towards a Clearer Account of Research Priorities in AI Ethics and Societ --- Carina Prunkl, Jess Whittlestone --- 2020-01-13 --- http://arxiv.org/abs/2001.04335v2","Beyond Near- and Long-Term: Towards a Clearer Account of Research Priorities in AI Ethics and Societ --- Carina Prunkl, Jess Whittlestone --- 2020-01-13 --- http://arxiv.org/abs/2001.04335v2"
d,AI Governance: A Research Agenda --- Allan Dafoe,AI Governance: A Research Agenda --- Allan Dafoe
e,"Artificial Intelligence’s Societal Impacts, Governance, and Ethics: Introduction to the 2019 Summer --- Laura Elbaum --- 2019-09-26 --- https://aipulse.org/artificial-intelligences-societal-impacts-governance-and-ethics-introduction-to-the-2019-summer-institute-on-ai-and-society-and-its-rapid-outputs/","Artificial Intelligence’s Societal Impacts, Governance, and Ethics: Introduction to the 2019 Summer --- Laura Elbaum --- 2019-09-26 --- https://aipulse.org/artificial-intelligences-societal-impacts-governance-and-ethics-introduction-to-the-2019-summer-institute-on-ai-and-society-and-its-rapid-outputs/"
f,Long-Term and Short-Term Challenges to Ensuring the Safety of AI Systems --- jsteinhardt --- 2015-06-24 --- https://jsteinhardt.wordpress.com/2015/06/24/long-term-and-short-term-challenges-to-ensuring-the-safety-of-ai-systems/,Long-Term and Short-Term Challenges to Ensuring the Safety of AI Systems --- jsteinhardt --- 2015-06-24 --- https://jsteinhardt.wordpress.com/2015/06/24/long-term-and-short-term-challenges-to-ensuring-the-safety-of-ai-systems/
g,Artificial Intelligence in Strategic Context: an Introduction --- Shayda Jalali --- 2019-02-08 --- https://aipulse.org/artificial-intelligence-in-strategic-context-an-introduction/,Artificial Intelligence in Strategic Context: an Introduction --- Shayda Jalali --- 2019-02-08 --- https://aipulse.org/artificial-intelligence-in-strategic-context-an-introduction/
h,"Bridging the gap: the case for an 'Incompletely Theorized Agreement' on AI policy --- Charlotte Stix, Matthijs Maas --- 10.1007/s43681-020-00037-w","Bridging the gap: the case for an 'Incompletely Theorized Agreement' on AI policy --- Charlotte Stix, Matthijs Maas --- 10.1007/s43681-020-00037-w"
i,"Working in AI _ Jan Leike, Helen Toner, Malo Bourgon, and Miles Brundage-by Cent --- Ajeya Cotra, Andrew Snyder-Beattie, Helen toner, Jan Leike, Malo Bourgon, Miles Brundage","Working in AI _ Jan Leike, Helen Toner, Malo Bourgon, and Miles Brundage-by Cent --- Ajeya Cotra, Andrew Snyder-Beattie, Helen toner, Jan Leike, Malo Bourgon, Miles Brundage"
j,"'Solving for X?' Towards a problem-finding framework to ground long-term governance strategies for a --- Hin-Yan Liu, Matthijs Maas --- 10.1016/j.futures.2020.102672","'Solving for X?' Towards a problem-finding framework to ground long-term governance strategies for a --- Hin-Yan Liu, Matthijs Maas --- 10.1016/j.futures.2020.102672"
k,"Artificial Intelligence: American Attitudes and Trends --- Baobao Zhang, Allan Dafoe","Artificial Intelligence: American Attitudes and Trends --- Baobao Zhang, Allan Dafoe"
l,Could AI drive transformative social progress? What would this require? --- Laura Elbaum --- 2019-09-26 --- https://aipulse.org/could-ai-drive-transformative-social-progress-what-would-this-require/,Could AI drive transformative social progress? What would this require? --- Laura Elbaum --- 2019-09-26 --- https://aipulse.org/could-ai-drive-transformative-social-progress-what-would-this-require/
What are some potential risks associated with advanced AI,"There are several potential risks associated with advanced AI:

1. Totalitarianism: Advanced AI could enable robust totalitarianism through capabilities such as lie detection, social manipulation, autonomous weapons, and surveillance technologies. This could lead to a shift in power and control away from the public and towards elites, making democratic regimes vulnerable to totalitarian backsliding [a].

2. Great-power war: Advanced AI could increase the risk of preventive, inadvertent, or unmanageable great-power war. It could create extreme first-strike advantages, complex and unpredictable crisis dynamics, and faster escalation than humans can manage, increasing the risk of unintended conflict [a].

3. Alignment failure: Building broadly superhuman AI systems that are not fully aligned with human values could lead to human extinction or other permanent loss in value. This risk is heightened if there is a race to develop and deploy advanced AI, as it may reduce the time and resources available for implementing safety measures [a].

4. Accidents and unintended consequences: AI systems, even those that are not superintelligent, can pose risks due to accidents or unintended consequences. These risks include cybersecurity vulnerabilities, biases in decision-making, and the potential for AI systems to exploit resources in ways that threaten human survival [e, g, j].

It is worth noting that while there is uncertainty and disagreement about the likelihood and timing of these risks, many AI researchers take them seriously. A survey of leading AI researchers found that a significant percentage believed in the potential risks of advanced AI, including the possibility of human extinction [b].

Overall, it is important to consider and address these risks to ensure the safe and beneficial development and deployment of advanced AI technologies [a, e, j].","Advanced AI presents several potential risks that could have catastrophic consequences. 

1. Robust totalitarianism: Advanced AI could enable totalitarian regimes through advanced lie detection, social manipulation, autonomous weapons, and ubiquitous physical sensors and digital footprints. This could shift power and control away from the public and towards elites and leaders, making democratic regimes vulnerable [a].

2. Great-power war: Advanced AI could give rise to extreme first-strike advantages, power shifts, or novel destructive capabilities, which could tempt a great power to initiate a preventive war. It could also make crisis dynamics more complex and unpredictable, and enable faster escalation than humans could manage, increasing the risk of inadvertent war [a].

3. Misalignment with human values: Broadly superhuman AI systems could be built that are not fully aligned with human values, leading to human extinction or other permanent loss in value. This risk is likely much greater if labs and countries are racing to develop and deploy advanced AI, as researching and implementing AI safety measures is plausibly time and resource intensive [a, b, d].

4. Existential risks: Technological advances may increase the number of existential threats; threats that could damage life on a global scale challenge our ability to imagine and comprehend their potential scope and scale, and they require the development of resilient strategies to survive. Anthropomorphic risks include runaway AI, engineered pandemics, nanotechnology weapons, or nuclear war [c].

5. Cyber-attacks: Advanced or highly capable AI could pose specific global catastrophic risks through cyber-attacks [d].

6. Accidental, malicious or reckless use: Risks could arise through some combination of accidental, malicious or reckless use, as well as through the expected social and political disruption from the speed and scale of changes [j].

7. Displacement of human civilization: Advanced AI could manufacture its own sophisticated robotics and threaten to displace human civilization, not necessarily through deliberate action but merely as a side-effect of the exploitation of resources required for our survival, such as carbon, oxygen, or physical space [f].

8. Accidents in machine learning systems: There are concerns about the longer-term implications of powerful AI, including the problem of accidents in machine learning systems [g].

These risks are taken seriously by many AI researchers, with a significant proportion believing that AGI could be developed within 50 years and that it could be an existential catastrophe [b]."
a,AI Governance: A Research Agenda --- Allan Dafoe,AI Governance: A Research Agenda --- Allan Dafoe
b,The Precipice --- Toby Ord --- 2020-03-24,The Precipice --- Toby Ord --- 2020-03-24
c,Forecasting Newsletter: April 2021 --- NunoSempere --- 2021-05-01 --- https://www.lesswrong.com/posts/fxBWEQN6oqSzoaRvA/forecasting-newsletter-april-2021,Forecasting Newsletter: April 2021 --- NunoSempere --- 2021-05-01 --- https://www.lesswrong.com/posts/fxBWEQN6oqSzoaRvA/forecasting-newsletter-april-2021
d,Long-Term and Short-Term Challenges to Ensuring the Safety of AI Systems --- jsteinhardt --- 2015-06-24 --- https://jsteinhardt.wordpress.com/2015/06/24/long-term-and-short-term-challenges-to-ensuring-the-safety-of-ai-systems/,Long-Term and Short-Term Challenges to Ensuring the Safety of AI Systems --- jsteinhardt --- 2015-06-24 --- https://jsteinhardt.wordpress.com/2015/06/24/long-term-and-short-term-challenges-to-ensuring-the-safety-of-ai-systems/
e,"Understanding and Avoiding AI Failures: A Practical Guide --- Robert M. Williams, Roman V. Yampolskiy --- 2021-04-22 --- http://arxiv.org/abs/2104.12582v3","Understanding and Avoiding AI Failures: A Practical Guide --- Robert M. Williams, Roman V. Yampolskiy --- 2021-04-22 --- http://arxiv.org/abs/2104.12582v3"
f,December 2012 Newsletter --- Louie Helm --- 2012-12-19 --- https://intelligence.org/2012/12/19/december-2012-newsletter/,December 2012 Newsletter --- Louie Helm --- 2012-12-19 --- https://intelligence.org/2012/12/19/december-2012-newsletter/
g,"Concrete Problems in AI Safety --- Dario Amodei, Chris Olah, Jacob Steinhardt, Paul Christiano, John Schulman, Dan Mané --- 2016-06-21 --- http://arxiv.org/abs/1606.06565v2","Concrete Problems in AI Safety --- Dario Amodei, Chris Olah, Jacob Steinhardt, Paul Christiano, John Schulman, Dan Mané --- 2016-06-21 --- http://arxiv.org/abs/1606.06565v2"
h,"Risks and Benefits of Advanced Artificial Intelligence _ Max Tegmark _ EA Global --- Daniel Dewey, Dario Amodei, Dileep George, Max Tegmark, Nathan Labenz, Riva Tez, Toby Ord","Risks and Benefits of Advanced Artificial Intelligence _ Max Tegmark _ EA Global --- Daniel Dewey, Dario Amodei, Dileep George, Max Tegmark, Nathan Labenz, Riva Tez, Toby Ord"
i,"Global Catastrophic Risks --- Bostrom, Nick; Cirkovic, Milan M.; Rees, Martin J., Milan M. Ćirković","Global Catastrophic Risks --- Bostrom, Nick; Cirkovic, Milan M.; Rees, Martin J., Milan M. Ćirković"
j,Max – A Thought Experiment: Could AI Run the Economy Better Than Markets? --- Laura Elbaum --- 2020-02-11 --- https://aipulse.org/max-a-thought-experiment-could-ai-run-the-economy-better-than-markets/,Max – A Thought Experiment: Could AI Run the Economy Better Than Markets? --- Laura Elbaum --- 2020-02-11 --- https://aipulse.org/max-a-thought-experiment-could-ai-run-the-economy-better-than-markets/
k,Stanford Encyclopedia of Philosophy on AI ethics and superintelligence --- Kaj_Sotala --- 2020-05-02 --- https://www.lesswrong.com/posts/gmsAWkcQRJst2Jnrk/stanford-encyclopedia-of-philosophy-on-ai-ethics-and,Stanford Encyclopedia of Philosophy on AI ethics and superintelligence --- Kaj_Sotala --- 2020-05-02 --- https://www.lesswrong.com/posts/gmsAWkcQRJst2Jnrk/stanford-encyclopedia-of-philosophy-on-ai-ethics-and
l,Resources for AI Alignment Cartography --- Gyrodiot --- 2020-04-04 --- https://www.lesswrong.com/posts/4az2cFrJp3ya4y6Wx/resources-for-ai-alignment-cartography,Resources for AI Alignment Cartography --- Gyrodiot --- 2020-04-04 --- https://www.lesswrong.com/posts/4az2cFrJp3ya4y6Wx/resources-for-ai-alignment-cartography
m,"Artificial Intelligence: American Attitudes and Trends --- Baobao Zhang, Allan Dafoe","Artificial Intelligence: American Attitudes and Trends --- Baobao Zhang, Allan Dafoe"
n,"Working in AI _ Jan Leike, Helen Toner, Malo Bourgon, and Miles Brundage-by Cent --- Ajeya Cotra, Andrew Snyder-Beattie, Helen toner, Jan Leike, Malo Bourgon, Miles Brundage","Working in AI _ Jan Leike, Helen Toner, Malo Bourgon, and Miles Brundage-by Cent --- Ajeya Cotra, Andrew Snyder-Beattie, Helen toner, Jan Leike, Malo Bourgon, Miles Brundage"
o,An AI Race for Strategic Advantage: Rhetoric and Risks --- Stephen Cave --- 10.1145/3278721.3278780,An AI Race for Strategic Advantage: Rhetoric and Risks --- Stephen Cave --- 10.1145/3278721.3278780
p,"Cyber Insurance --- Pythagoras Petratos, Anders Sandberg, Feng Contents, Oxford Martin, F Zhou --- 10.1007/978-3-319-09069-6_25","Cyber Insurance --- Pythagoras Petratos, Anders Sandberg, Feng Contents, Oxford Martin, F Zhou --- 10.1007/978-3-319-09069-6_25"
q,"Minimizing Global Catastrophic and Existential Risks from Emerging Technologies through Internationa --- Grant Wilson, ! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Minimizing Global Catastrophic and Existential Risks from Emerging Technologies through Internationa --- Grant Wilson, ! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
What are the differences between Inner and Outer alignment?,"Inner and outer alignment are two distinct aspects of AI alignment. 

Outer alignment refers to the alignment between the specified objective or reward function and the intended goal of the programmers or humans outside of the AI system. It is about designing a training procedure that produces objectives which are good to optimize for [b, d]. Outer alignment is concerned with ensuring that the AI system, if it were to optimize for the specified objective, would actually behave in a way that is desirable and aligned with human values [d]. It involves aligning the training signal or data given to the AI model with what we want [j].

On the other hand, inner alignment is about aligning the objective that the AI system actually has, which is often referred to as the mesa-objective of a mesa-optimizer, with the specified objective or reward function [b]. It is about ensuring that the AI system, even without providing all possible inputs, consistently optimizes for the intended objective [a]. Inner alignment is concerned with the cognitive structure of the AI system and whether it accurately reflects the innate drives or values that would be triggered by a given plan or objective [g]. It involves guaranteeing that the training procedure produces a model that is trying to accomplish the intended objective [i].

To summarize, outer alignment focuses on aligning the specified objective with the programmer's intentions, while inner alignment focuses on aligning the AI system's objective with the specified objective [b]. Outer alignment is about the training process and the choice of objective, while inner alignment is about the behavior and cognition of the AI system [g].","Inner and Outer alignment are two distinct aspects of the AI alignment problem.

Outer alignment refers to the process of designing a training objective or utility function that aligns with human values or intentions. It's about ensuring that the specified loss function or objective function used to train the AI system incentivizes or produces the behavior we actually want from the AI system [a, b, c, d, i, j, k]. 

On the other hand, Inner alignment is concerned with ensuring that the AI system's actual objective or mesa-objective aligns with the specified training objective. It's about making sure that the AI system generalizes 'correctly' from the training objective and doesn't develop adversarial or harmful subgoals [a, b, c, d, f, g, i, j]. 

The distinction between the two can be thought of in terms of the alignment problem internal to the machine learning system (inner alignment) and the alignment problem between the system and the humans outside of it (outer alignment) [b]. 

However, it's important to note that the distinction between inner and outer alignment can sometimes be blurred, as many inner alignment problems can be transformed into outer alignment problems by including some of the inputs of the test into the test specification itself [a, e, f]."
a,"On inner and outer alignment, and their confusion --- NinaR --- 2022-05-26 --- https://www.lesswrong.com/posts/fkNEHeJja2B9yRLeT/on-inner-and-outer-alignment-and-their-confusion","On inner and outer alignment, and their confusion --- NinaR --- 2022-05-26 --- https://www.lesswrong.com/posts/fkNEHeJja2B9yRLeT/on-inner-and-outer-alignment-and-their-confusion"
b,"Risks from Learned Optimization in Advanced Machine Learning Systems --- Evan Hubinger, Chris van Merwijk, Vladimir Mikulik, Joar Skalse, Scott Garrabrant --- 2019-06-05 --- http://arxiv.org/abs/1906.01820v3","Risks from Learned Optimization in Advanced Machine Learning Systems --- Evan Hubinger, Chris van Merwijk, Vladimir Mikulik, Joar Skalse, Scott Garrabrant --- 2019-06-05 --- http://arxiv.org/abs/1906.01820v3"
c,Distinguishing AI takeover scenarios --- Sam Clarke --- 2021-09-08 --- https://www.lesswrong.com/posts/qYzqDtoQaZ3eDDyxa/distinguishing-ai-takeover-scenarios,Distinguishing AI takeover scenarios --- Sam Clarke --- 2021-09-08 --- https://www.lesswrong.com/posts/qYzqDtoQaZ3eDDyxa/distinguishing-ai-takeover-scenarios
d,"Evan Hubinger on Inner Alignment, Outer Alignment, and Proposals for Building Sa --- Evan Hubinger, Lucas Perry","Evan Hubinger on Inner Alignment, Outer Alignment, and Proposals for Building Sa --- Evan Hubinger, Lucas Perry"
e,"""Inner Alignment Failures"" Which Are Actually Outer Alignment Failures --- johnswentworth --- 2020-10-31 --- https://www.lesswrong.com/posts/HYERofGZE6j9Tuigi/inner-alignment-failures-which-are-actually-outer-alignment","""Inner Alignment Failures"" Which Are Actually Outer Alignment Failures --- johnswentworth --- 2020-10-31 --- https://www.lesswrong.com/posts/HYERofGZE6j9Tuigi/inner-alignment-failures-which-are-actually-outer-alignment"
f,Clarifying the confusion around inner alignment --- Rauno Arike --- 2022-05-13 --- https://www.lesswrong.com/posts/xdtNd8xCdzpgfnGme/clarifying-the-confusion-around-inner-alignment,Clarifying the confusion around inner alignment --- Rauno Arike --- 2022-05-13 --- https://www.lesswrong.com/posts/xdtNd8xCdzpgfnGme/clarifying-the-confusion-around-inner-alignment
